datum,pacient_prvni_zaznam,kum_pacient_prvni_zaznam,pocet_hosp,stav_bez_priznaku,stav_lehky,stav_stredni,stav_tezky,jip,kyslik,hfno,upv,ecmo,tezky_upv_ecmo,umrti,kum_umrti
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2020-03-12,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0
2020-03-13,2,5,4,0,3,1,0,0,0,0,0,0,0,0,0
2020-03-14,1,6,4,1,3,0,0,0,1,0,0,0,0,0,0
2020-03-15,2,8,6,1,5,0,0,0,1,0,0,0,0,0,0
2020-03-16,14,22,19,3,8,6,2,3,4,0,2,1,2,0,0
2020-03-17,31,53,49,7,24,13,5,7,8,0,4,1,5,0,0
2020-03-18,5,58,50,7,25,12,6,9,10,0,4,1,6,0,0
2020-03-19,8,66,55,8,29,12,6,10,9,0,4,1,6,0,0
2020-03-20,14,80,66,9,32,10,15,16,14,0,8,1,15,0,0
2020-03-21,18,98,79,5,41,19,14,18,23,0,11,1,14,0,0
2020-03-22,22,120,97,6,49,26,16,27,27,0,16,1,18,1,1
2020-03-23,26,146,117,7,54,34,22,31,31,0,19,1,22,0,1
2020-03-24,25,171,135,8,54,47,26,41,43,0,23,1,26,2,3
2020-03-25,47,218,175,8,55,77,35,54,61,0,26,1,36,5,8
2020-03-26,49,267,205,5,72,91,37,51,63,0,30,1,38,0,8
2020-03-27,40,307,237,5,68,117,47,59,84,0,33,1,48,2,10
2020-03-28,45,352,271,10,85,120,56,63,98,0,37,1,57,4,14
2020-03-29,28,380,282,11,103,115,53,61,98,0,37,2,53,5,19
2020-03-30,24,404,294,8,101,119,66,73,107,0,47,3,66,4,23
2020-03-31,44,448,322,8,107,135,72,82,110,0,55,3,72,6,29
2020-04-01,45,493,345,12,121,138,74,88,104,0,59,4,74,7,36
2020-04-02,39,532,351,15,125,135,76,87,102,0,65,2,76,5,41
2020-04-03,41,573,375,24,118,147,86,94,126,0,65,2,86,7,48
2020-04-04,29,602,365,20,104,157,84,90,131,0,62,2,84,8,56
2020-04-05,25,627,371,19,112,158,82,91,138,0,62,2,82,8,64
2020-04-06,38,665,395,24,121,163,87,96,133,0,65,2,88,8,72
2020-04-07,42,707,413,34,117,162,100,102,137,0,64,2,100,8,80
2020-04-08,33,740,423,41,122,166,94,96,137,0,61,3,94,12,92
2020-04-09,36,776,417,47,115,159,96,94,136,0,64,3,96,9,101
2020-04-10,26,802,406,40,114,163,89,90,135,0,62,3,89,6,107
2020-04-11,24,826,406,44,114,161,87,94,124,0,62,3,87,5,112
2020-04-12,16,842,402,39,108,155,100,99,142,0,63,3,100,6,118
2020-04-13,13,855,395,44,107,151,93,93,123,0,61,3,93,10,128
2020-04-14,10,865,385,44,110,148,83,83,111,0,59,5,83,6,134
2020-04-15,20,885,370,42,109,143,76,79,108,0,57,4,77,0,134
2020-04-16,23,908,362,50,91,138,83,87,108,0,57,3,83,2,136
2020-04-17,25,933,355,43,95,137,80,86,109,0,56,3,81,7,143
2020-04-18,15,948,338,42,97,125,74,81,103,0,51,3,75,2,145
2020-04-19,23,971,345,41,97,128,79,84,106,0,52,3,81,7,152
2020-04-20,25,996,348,52,104,116,76,86,89,0,54,3,78,5,157
2020-04-21,40,1036,365,65,110,112,78,82,84,0,48,4,79,5,162
2020-04-22,16,1052,342,73,88,107,74,78,83,0,47,4,75,1,163
2020-04-23,27,1079,335,70,92,95,78,75,82,0,45,4,78,4,167
2020-04-24,20,1099,329,76,81,97,75,73,81,0,47,4,75,5,172
2020-04-25,11,1110,314,73,73,97,71,69,74,0,43,4,71,4,176
2020-04-26,10,1120,309,71,78,88,72,67,71,0,45,4,72,1,177
2020-04-27,14,1134,309,76,74,91,68,68,74,0,45,3,68,1,178
2020-04-28,12,1146,305,73,81,83,68,61,66,0,42,3,68,4,182
2020-04-29,4,1150,286,63,83,78,62,60,65,0,42,2,64,5,187
2020-04-30,19,1169,273,64,76,75,58,52,66,0,39,2,60,6,193
2020-05-01,8,1177,244,48,70,73,53,46,64,0,35,1,55,6,199
2020-05-02,11,1188,233,52,62,70,49,47,58,0,32,1,50,1,200
2020-05-03,6,1194,232,62,62,59,49,45,53,0,31,1,50,1,201
2020-05-04,11,1205,236,67,56,59,54,47,47,0,32,1,55,4,205
2020-05-05,12,1217,223,61,60,56,46,37,43,0,29,1,47,3,208
2020-05-06,4,1221,209,53,58,55,43,35,41,0,28,1,44,2,210
2020-05-07,10,1231,191,48,56,46,41,36,39,0,24,0,41,4,214
2020-05-08,9,1240,185,44,55,43,43,40,41,0,27,0,44,5,219
2020-05-09,6,1246,173,41,52,41,39,34,39,0,25,0,39,3,222
2020-05-10,4,1250,167,35,53,40,39,34,38,0,24,0,39,2,224
2020-05-11,5,1255,167,37,51,37,42,35,38,0,27,0,42,1,225
2020-05-12,5,1260,157,35,47,35,40,32,40,0,25,0,40,2,227
2020-05-13,7,1267,147,30,46,33,38,29,34,0,19,0,39,3,230
2020-05-14,5,1272,128,30,37,27,34,29,26,0,19,0,35,2,232
2020-05-15,3,1275,118,30,35,19,34,29,25,0,18,0,35,2,234
2020-05-16,3,1278,112,27,33,19,33,28,20,0,16,0,34,1,235
2020-05-17,1,1279,110,24,30,22,34,28,24,0,17,0,35,2,237
2020-05-18,9,1288,115,22,37,24,32,29,25,0,18,0,33,3,240
2020-05-19,4,1292,109,23,33,22,31,26,24,0,18,0,32,2,242
2020-05-20,5,1297,101,23,26,21,31,25,23,0,19,0,32,2,244
2020-05-21,7,1304,101,16,35,21,29,23,24,0,17,0,30,2,246
2020-05-22,6,1310,98,19,32,23,24,17,16,0,14,0,25,2,248
2020-05-23,4,1314,93,15,32,24,22,18,16,0,14,0,23,1,249
2020-05-24,5,1319,94,16,32,25,21,19,15,0,14,0,22,1,250
2020-05-25,3,1322,91,15,31,26,19,18,14,0,12,0,20,1,251
2020-05-26,8,1330,92,19,27,31,15,16,15,0,10,0,16,0,251
2020-05-27,4,1334,86,15,27,29,15,16,17,0,10,0,17,0,251
2020-05-28,4,1338,73,12,21,25,15,13,12,0,8,0,15,1,252
2020-05-29,3,1341,71,11,20,25,15,12,14,0,9,0,15,0,252
2020-05-30,8,1349,72,19,18,23,12,12,12,0,7,0,12,0,252
2020-05-31,2,1351,70,20,18,20,12,11,13,0,7,0,12,0,252
2020-06-01,4,1355,73,20,22,18,13,11,12,0,6,0,13,1,253
2020-06-02,5,1360,75,21,23,20,11,9,11,0,6,0,11,1,254
2020-06-03,0,1360,65,18,22,15,10,8,11,0,6,0,10,1,255
2020-06-04,4,1364,60,20,13,18,9,8,9,0,6,0,9,3,258
2020-06-05,9,1373,60,19,19,13,9,6,12,0,5,0,9,0,258
2020-06-06,4,1377,59,17,21,13,8,8,12,0,5,0,9,0,258
2020-06-07,4,1381,61,18,21,12,10,9,12,0,6,0,10,1,259
2020-06-08,1,1382,60,15,22,14,9,9,10,0,5,0,9,0,259
2020-06-09,4,1386,63,13,22,19,9,11,12,0,5,0,9,1,260
2020-06-10,6,1392,66,15,25,15,11,12,13,0,5,0,11,1,261
2020-06-11,4,1396,65,17,20,16,12,10,15,0,4,0,12,1,262
2020-06-12,6,1402,69,16,24,18,11,11,17,0,5,0,11,0,262
2020-06-13,4,1406,67,15,20,20,12,10,17,0,5,0,12,0,262
2020-06-14,5,1411,68,17,21,20,10,11,15,0,5,0,10,1,263
2020-06-15,11,1422,77,24,24,20,9,8,16,0,3,0,9,1,264
2020-06-16,6,1428,78,22,28,20,8,4,14,0,2,0,8,1,265
2020-06-17,7,1435,84,26,28,23,7,6,13,0,3,0,8,1,266
2020-06-18,7,1442,83,27,24,22,10,8,11,0,4,0,10,1,267
2020-06-19,7,1449,82,27,23,24,8,7,9,0,5,0,8,0,267
2020-06-20,6,1455,80,28,21,22,9,7,10,0,5,0,9,0,267
2020-06-21,2,1457,74,21,19,25,9,9,10,0,6,0,9,1,268
2020-06-22,3,1460,75,21,20,25,9,9,9,0,6,0,9,1,269
2020-06-23,6,1466,77,21,19,28,9,6,14,0,4,0,9,0,269
2020-06-24,7,1473,78,16,21,28,13,7,10,0,5,0,13,4,273
2020-06-25,1,1474,67,12,18,25,12,9,14,0,5,0,12,0,273
2020-06-26,5,1479,64,12,15,26,11,8,18,0,4,0,11,1,274
2020-06-27,4,1483,61,10,13,27,11,9,23,0,2,0,11,0,274
2020-06-28,7,1490,66,11,14,28,13,10,24,0,4,0,14,0,274
2020-06-29,5,1495,69,13,13,32,11,10,26,0,4,0,11,0,274
2020-06-30,4,1499,71,15,12,33,11,8,27,0,4,0,11,1,275
2020-07-01,10,1509,75,15,18,32,10,10,28,0,4,0,10,0,275
2020-07-02,4,1513,72,11,22,28,11,10,28,0,3,0,11,1,276
2020-07-03,7,1520,71,13,22,25,11,11,28,0,3,0,11,0,276
2020-07-04,3,1523,70,15,20,22,13,11,29,0,4,0,13,2,278
2020-07-05,9,1532,73,14,24,22,13,13,24,0,6,1,13,2,280
2020-07-06,2,1534,69,11,25,23,10,11,22,0,5,1,10,1,281
2020-07-07,10,1544,77,14,28,24,11,13,24,0,7,1,11,0,281
2020-07-08,10,1554,85,17,29,29,10,14,30,0,6,1,10,0,281
2020-07-09,5,1559,73,10,25,23,15,15,25,0,8,1,15,1,282
2020-07-10,5,1564,69,12,18,24,15,15,27,0,9,1,15,0,282
2020-07-11,3,1567,64,11,18,21,14,13,26,0,10,0,14,0,282
2020-07-12,3,1570,65,8,20,22,15,14,28,0,11,0,15,0,282
2020-07-13,8,1578,71,7,23,22,19,14,32,0,11,1,19,1,283
2020-07-14,2,1580,71,7,25,22,17,13,34,0,11,1,17,1,284
2020-07-15,13,1593,80,13,28,22,17,12,31,0,11,1,17,0,284
2020-07-16,5,1598,76,15,20,20,21,14,34,0,12,2,21,0,284
